"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","income"
33,"Self-emp-not-inc",295591,"1st-4th",2,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,40,"Mexico","<=50K"
36,"Self-emp-not-inc",20333,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",7688,0,40,"United-States",">50K"
25,"Self-emp-not-inc",182809,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",7298,0,40,"United-States",">50K"
39,"Self-emp-inc",114844,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,65,"United-States",">50K"
29,"Self-emp-not-inc",160786,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States","<=50K"
39,"Self-emp-not-inc",124090,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"Self-emp-inc",64379,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1740,40,"United-States","<=50K"
30,"Self-emp-not-inc",33308,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
34,"Self-emp-not-inc",174463,"Assoc-voc",11,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
29,"Self-emp-not-inc",164607,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
23,"Self-emp-not-inc",191283,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
23,"Self-emp-inc",284651,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Female",0,0,43,"United-States","<=50K"
31,"Self-emp-inc",236415,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,20,"United-States",">50K"
35,"Self-emp-not-inc",319831,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
29,"Self-emp-not-inc",141185,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,55,"United-States","<=50K"
36,"Self-emp-not-inc",177907,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States",">50K"
25,"Self-emp-not-inc",257574,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,20,"United-States","<=50K"
28,"Self-emp-not-inc",160786,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
23,"Self-emp-not-inc",258298,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Male",0,2231,40,"United-States",">50K"
31,"Self-emp-not-inc",235237,"Some-college",10,"Married-civ-spouse","Sales","Husband","Black","Male",0,0,60,"United-States",">50K"
37,"Self-emp-not-inc",241306,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
31,"Self-emp-not-inc",349148,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,48,"United-States","<=50K"
21,"Self-emp-inc",265116,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
40,"Self-emp-inc",169878,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States",">50K"
35,"Self-emp-not-inc",269300,"Bachelors",13,"Never-married","Other-service","Not-in-family","Black","Female",0,0,60,"United-States","<=50K"
32,"Self-emp-not-inc",173314,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","Other","Male",0,0,60,"United-States","<=50K"
30,"Self-emp-not-inc",257295,"Some-college",10,"Never-married","Sales","Other-relative","Asian-Pac-Islander","Male",0,2258,40,"South","<=50K"
39,"Self-emp-inc",151029,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
32,"Self-emp-not-inc",174789,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
39,"Self-emp-not-inc",109766,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,50,"United-States",">50K"
30,"Self-emp-not-inc",188798,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
38,"Self-emp-not-inc",164526,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Male",0,2824,45,"United-States",">50K"
39,"Self-emp-inc",163237,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,65,"United-States","<=50K"
34,"Self-emp-not-inc",353881,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
23,"Self-emp-not-inc",236804,"Some-college",10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,35,"United-States","<=50K"
37,"Self-emp-not-inc",282461,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
38,"Self-emp-not-inc",414991,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,70,,"<=50K"
37,"Self-emp-not-inc",121510,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Male",0,0,55,"United-States","<=50K"
30,"Self-emp-not-inc",45796,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Self-emp-not-inc",164526,"Masters",14,"Never-married","Sales","Not-in-family","White","Male",10520,0,45,"United-States",">50K"
30,"Self-emp-not-inc",243665,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
33,"Self-emp-inc",202153,"Masters",14,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Self-emp-not-inc",90614,"HS-grad",9,"Separated","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
37,"Self-emp-inc",107164,"10th",6,"Never-married","Transport-moving","Not-in-family","White","Male",0,2559,50,"United-States",">50K"
31,"Self-emp-inc",133861,"Assoc-voc",11,"Divorced","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
39,"Self-emp-not-inc",140752,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
29,"Self-emp-not-inc",179008,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
26,"Self-emp-not-inc",224361,"7th-8th",4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,75,"United-States","<=50K"
26,"Self-emp-not-inc",227858,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,48,"United-States","<=50K"
39,"Self-emp-inc",167482,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
31,"Self-emp-inc",83748,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","Asian-Pac-Islander","Female",0,0,70,"South","<=50K"
37,"Self-emp-not-inc",154410,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
39,"Self-emp-inc",186934,"Bachelors",13,"Married-spouse-absent","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Self-emp-not-inc",415847,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
36,"Self-emp-not-inc",283122,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1902,60,"United-States",">50K"
30,"Self-emp-not-inc",523095,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
25,"Self-emp-not-inc",266668,"HS-grad",9,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
22,"Self-emp-inc",269583,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",2580,0,40,"United-States","<=50K"
34,"Self-emp-not-inc",77209,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,60,"United-States",">50K"
40,"Self-emp-inc",157240,"Masters",14,"Married-civ-spouse","Exec-managerial","Wife","White","Female",15024,0,30,"Iran",">50K"
30,"Self-emp-not-inc",229741,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
20,"Self-emp-not-inc",132320,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,45,"United-States","<=50K"
20,"Self-emp-inc",95997,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,70,"United-States","<=50K"
34,"Self-emp-not-inc",181087,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
24,"Self-emp-not-inc",161508,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,50,"United-States","<=50K"
37,"Self-emp-not-inc",48063,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K"
37,"Self-emp-not-inc",188774,"Bachelors",13,"Never-married","Protective-serv","Not-in-family","White","Male",0,0,55,"United-States",">50K"
32,"Self-emp-not-inc",190290,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"Italy","<=50K"
40,"Self-emp-not-inc",117721,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
28,"Self-emp-not-inc",123983,"Some-college",10,"Married-civ-spouse","Sales","Own-child","Asian-Pac-Islander","Male",0,0,63,"South","<=50K"
35,"Self-emp-not-inc",120066,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","Amer-Indian-Eskimo","Male",0,0,60,"United-States","<=50K"
33,"Self-emp-inc",40444,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Self-emp-not-inc",270889,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
31,"Self-emp-not-inc",114639,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
30,"Self-emp-not-inc",281030,"HS-grad",9,"Never-married","Sales","Unmarried","White","Male",0,0,66,"United-States","<=50K"
38,"Self-emp-not-inc",180220,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K"
40,"Self-emp-not-inc",99651,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","<=50K"
39,"Self-emp-not-inc",31848,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",2829,0,90,"United-States","<=50K"
34,"Self-emp-not-inc",24961,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,80,"United-States","<=50K"
38,"Self-emp-not-inc",214008,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
32,"Self-emp-not-inc",319280,"Assoc-acdm",12,"Never-married","Sales","Not-in-family","White","Male",0,0,80,"United-States","<=50K"
35,"Self-emp-not-inc",140854,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Self-emp-not-inc",168906,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,50,"United-States","<=50K"
37,"Self-emp-not-inc",255454,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
40,"Self-emp-not-inc",192507,"Assoc-acdm",12,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
37,"Self-emp-inc",27997,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
34,"Self-emp-not-inc",152109,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K"
24,"Self-emp-not-inc",191954,"7th-8th",4,"Never-married","Farming-fishing","Own-child","White","Male",0,0,50,"United-States","<=50K"
34,"Self-emp-inc",28984,"Assoc-voc",11,"Divorced","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K"
20,"Self-emp-not-inc",112137,"Some-college",10,"Never-married","Prof-specialty","Other-relative","Asian-Pac-Islander","Female",0,0,20,"South","<=50K"
31,"Self-emp-not-inc",204052,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
37,"Self-emp-not-inc",24106,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,30,"United-States","<=50K"
38,"Self-emp-not-inc",245090,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Mexico","<=50K"
25,"Self-emp-not-inc",108001,"9th",5,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,15,"United-States","<=50K"
36,"Self-emp-not-inc",122493,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,47,"United-States","<=50K"
24,"Self-emp-not-inc",81145,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,75,"United-States","<=50K"
27,"Self-emp-not-inc",206889,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","<=50K"
28,"Self-emp-not-inc",204984,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
40,"Self-emp-not-inc",238574,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K"
40,"Self-emp-not-inc",55363,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",3411,0,40,"United-States","<=50K"
37,"Self-emp-inc",205852,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K"
21,"Self-emp-not-inc",318865,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,30,"United-States","<=50K"
34,"Self-emp-not-inc",29254,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United-States",">50K"
37,"Self-emp-inc",99452,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,"United-States",">50K"
28,"Self-emp-not-inc",254989,"11th",7,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
36,"Self-emp-not-inc",135416,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,50,"United-States","<=50K"
35,"Self-emp-inc",82051,"Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States","<=50K"
30,"Self-emp-not-inc",176185,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"Iran","<=50K"
24,"Self-emp-inc",493034,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Male",13550,0,50,"United-States",">50K"
28,"Self-emp-not-inc",240172,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
33,"Self-emp-not-inc",48189,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,30,"United-States","<=50K"
35,"Self-emp-not-inc",31095,"Some-college",10,"Separated","Farming-fishing","Not-in-family","White","Male",4101,0,60,"United-States","<=50K"
29,"Self-emp-not-inc",337505,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"South","<=50K"
36,"Self-emp-not-inc",241998,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",99999,0,20,"United-States",">50K"
34,"Self-emp-inc",23778,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
28,"Self-emp-not-inc",190836,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
38,"Self-emp-inc",159179,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
32,"Self-emp-not-inc",170108,"HS-grad",9,"Separated","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
31,"Self-emp-inc",455995,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,65,"United-States",">50K"
40,"Self-emp-not-inc",95226,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
30,"Self-emp-inc",109282,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,52,"United-States",">50K"
30,"Self-emp-not-inc",178255,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,70,,"<=50K"
33,"Self-emp-not-inc",38223,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,70,"United-States","<=50K"
39,"Self-emp-not-inc",152587,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
37,"Self-emp-inc",39089,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",3103,0,50,"United-States",">50K"
36,"Self-emp-not-inc",111957,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,52,"United-States","<=50K"
36,"Self-emp-not-inc",280169,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",3456,0,8,"United-States","<=50K"
26,"Self-emp-not-inc",281678,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,55,"United-States","<=50K"
27,"Self-emp-not-inc",334132,"Assoc-acdm",12,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,78,"United-States","<=50K"
29,"Self-emp-not-inc",189346,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",2202,0,50,"United-States","<=50K"
26,"Self-emp-not-inc",202560,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Female",0,0,35,"United-States","<=50K"
25,"Self-emp-not-inc",60828,"Some-college",10,"Never-married","Farming-fishing","Own-child","White","Female",0,0,50,"United-States","<=50K"
38,"Self-emp-not-inc",198867,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
